,participating_rxn_id,subsystem,enz_usage_flux_lipid
2984,r_0845No1,Biosynthesis of unsaturated fatty acids,0.0
2985,draw_prot_P41911,Enzyme usage,0.0
2986,r_0492No1,Glycerophospholipid metabolism,0.0
2987,r_0491No2,Glycerophospholipid metabolism,0.0
2988,r_0481No2,Glutathione metabolism,3.228408280931645e-24
2989,r_0481No4,Glutathione metabolism,3.228408280931645e-24
2990,r_0481No3,Glutathione metabolism,3.228408280931645e-24
2991,r_0482No1,Glutathione metabolism,3.228408280931645e-24
2992,draw_prot_P41921,Enzyme usage,3.228408280931645e-24
2993,r_1039No2,Glutathione metabolism,3.228408280931645e-24
2994,r_0481No1,Glutathione metabolism,3.228408280931645e-24
2995,r_0659No1,Citrate cycle (TCA cycle),-2.7454648406603483e-06
2996,draw_prot_P41939,Enzyme usage,-2.7454648406603483e-06
2997,r_0659_REVNo1,Citrate cycle (TCA cycle),-2.7454648406603483e-06
2998,draw_prot_P41940,Enzyme usage,-3.511897072653837e-07
2999,r_0722No1,Fructose and mannose metabolism,-3.511897072653837e-07
3000,r_0366No4,Glycolysis / gluconeogenesis,0.0
3001,draw_prot_P42222,Enzyme usage,0.0
3002,r_0366_REVNo4,Glycolysis / gluconeogenesis,0.0
3003,draw_prot_P42826,Enzyme usage,0.0
3004,r_1094No1,Pentose and glucuronate interconversions,0.0
3005,r_3220No1,Inositol phosphate metabolism,0.0
3006,draw_prot_P42837,Enzyme usage,0.0
3007,r_3223No1,Inositol phosphate metabolism,0.0
3008,r_3217No1,Inositol phosphate metabolism,0.0
3009,r_3218No1,Inositol phosphate metabolism,0.0
3010,r_3216No1,Inositol phosphate metabolism,0.0
3011,r_3219No1,Inositol phosphate metabolism,0.0
3012,r_3222No1,Inositol phosphate metabolism,0.0
3013,r_3221No1,Inositol phosphate metabolism,0.0
3014,r_4180No4,Methylglyoxal metabolism,0.0
3015,r_4175_REVNo4,Methylglyoxal metabolism,0.0
3016,r_4179_REVNo4,Methylglyoxal metabolism,0.0
3017,draw_prot_P42884,Enzyme usage,0.0
3018,r_4179No4,Methylglyoxal metabolism,0.0
3019,r_4177No4,Methylglyoxal metabolism,0.0
3020,r_4176No4,Methylglyoxal metabolism,0.0
3021,r_4180_REVNo4,Methylglyoxal metabolism,0.0
3022,r_4177_REVNo4,Methylglyoxal metabolism,0.0
3023,r_4178No4,Methylglyoxal metabolism,0.0
3024,r_4178_REVNo4,Methylglyoxal metabolism,0.0
3025,r_4175No4,Methylglyoxal metabolism,0.0
3026,r_4176_REVNo4,Methylglyoxal metabolism,0.0
3027,r_0917No1,"Glycine, serine and threonine metabolism",-4.281736174693199e-08
3028,draw_prot_P42941,Enzyme usage,-4.281736174693199e-08
3029,r_2823No1,Inositol phosphate metabolism,0.0
3030,r_2822No1,Inositol phosphate metabolism,0.0
3031,r_2835No1,Inositol phosphate metabolism,0.0
3032,r_2833No1,Inositol phosphate metabolism,0.0
3033,r_2825No1,Inositol phosphate metabolism,0.0
3034,r_2834No1,Inositol phosphate metabolism,0.0
3035,r_2831No1,Inositol phosphate metabolism,0.0
3036,r_2826No1,Inositol phosphate metabolism,0.0
3037,r_2820No1,Inositol phosphate metabolism,0.0
3038,r_2824No1,Inositol phosphate metabolism,0.0
3039,r_2821No1,Inositol phosphate metabolism,0.0
3040,r_2829No1,Inositol phosphate metabolism,0.0
3041,r_2830No1,Inositol phosphate metabolism,0.0
3042,r_2828No1,Inositol phosphate metabolism,0.0
3043,r_2832No1,Inositol phosphate metabolism,0.0
3044,draw_prot_P42951,Enzyme usage,0.0
3045,r_2827No1,Inositol phosphate metabolism,0.0
3046,r_1069No1,Amino sugar and nucleotide sugar metabolism,0.0
3047,draw_prot_P43123,Enzyme usage,0.0
3048,r_1069_REVNo1,Amino sugar and nucleotide sugar metabolism,0.0
3049,r_0475No1,"Alanine, aspartate and glutamate metabolism",0.0
3050,r_4211No1,Vitamin b6 metabolism,0.0
3051,draw_prot_P43544,Enzyme usage,0.0
3052,r_4211_REVNo1,Vitamin b6 metabolism,0.0
3053,r_4212No1,Vitamin b6 metabolism,0.0
3054,draw_prot_P43545,Enzyme usage,0.0
3055,r_4212_REVNo1,Vitamin b6 metabolism,0.0
3056,draw_prot_P43550,Enzyme usage,0.0
3057,r_0354No1,Glycerolipid metabolism,0.0
3058,r_0156No1,"Alanine, aspartate and glutamate metabolism",-2.3668534551286972e-21
3059,draw_prot_P43567,Enzyme usage,-2.3668534551286972e-21
3060,draw_prot_P43577,Enzyme usage,0.0
3061,r_0760No1,Amino sugar and nucleotide sugar metabolism,0.0
3062,r_4215No1,Glutathione metabolism,0.0
3063,r_4215_REVNo1,Glutathione metabolism,0.0
3064,draw_prot_P43616,Enzyme usage,0.0
3065,r_4214_REVNo1,Glutathione metabolism,0.0
3066,r_4214No1,Glutathione metabolism,0.0
3067,draw_prot_P43619,Enzyme usage,1.6302451904331965e-06
3068,r_0787No1,Nicotinate and nicotinamide metabolism,1.6302451904331965e-06
3069,r_0786No1,Nicotinate and nicotinamide metabolism,1.6302451904331965e-06
3070,r_0308No1,Cysteine and methionine metabolism,0.0
3071,r_4701_REVNo1,Sulfur metabolism,0.0
3072,r_4701No1,Sulfur metabolism,0.0
3073,draw_prot_P43623,Enzyme usage,0.0
3074,r_0300No2,Citrate cycle (TCA cycle),0.0
3075,draw_prot_P43635,Enzyme usage,0.0
3076,r_0028No1,Propanoate metabolism,0.0
3077,draw_prot_P43636,Enzyme usage,0.0
3078,r_4244No1,N-glycan biosynthesis,0.0
3079,r_4243_REVNo1,N-glycan biosynthesis,0.0
3080,r_4243No1,N-glycan biosynthesis,0.0
3081,r_4244_REVNo1,N-glycan biosynthesis,0.0
3082,r_0080No2,One carbon pool by folate,0.0
3083,draw_prot_P46151,Enzyme usage,0.0
3084,r_0178No2,Tryptophan metabolism,0.0
3085,r_4678_REVNo3,Fatty acid ester pathway,0.0
3086,draw_prot_P46367,Enzyme usage,0.0
3087,r_2116No4,Glycolysis / gluconeogenesis,0.0
3088,r_0174No1,Glycolysis / gluconeogenesis,0.0
3089,r_4678No3,Fatty acid ester pathway,0.0
3090,r_0176No1,Tryptophan metabolism,0.0
3091,r_0175No2,Pyruvate metabolism,0.0
3092,r_0201No1,Arginine and proline metabolism,0.0
3093,r_0479No1,tRNA metabolism,-2.8684660218536232e-05
3094,draw_prot_P46655,Enzyme usage,-2.8684660218536232e-05
3095,r_0002No2,Pyruvate metabolism,0.0
3096,draw_prot_P46681,Enzyme usage,0.0
3097,r_0002No1,Pyruvate metabolism,0.0
3098,r_4234No1,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.0
3099,draw_prot_P46961,Enzyme usage,0.0
3100,r_4234_REVNo1,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.0
3101,r_0984_REVNo1,Pentose phosphate pathway,-1.0496054090221877e-06
3102,draw_prot_P46969,Enzyme usage,-1.0496054090221877e-06
3103,r_0984No1,Pentose phosphate pathway,-1.0496054090221877e-06
3104,draw_prot_P46971,Enzyme usage,0.0
3105,r_0362No3,N-glycan biosynthesis,0.0
3106,r_4193No3,Lysine metabolism,0.0
3107,draw_prot_P46995,Enzyme usage,0.0
3108,r_4193_REVNo3,Lysine metabolism,0.0
3109,r_0510No1,Starch and sucrose metabolism,-7.72884745274022e-08
3110,draw_prot_P47011,Enzyme usage,-7.72884745274022e-08
3111,r_0510No3,Starch and sucrose metabolism,-7.72884745274022e-08
3112,r_1004No1,Sphingolipid metabolism,0.0
3113,r_1005No1,Sphingolipid metabolism,0.0
3114,draw_prot_P47013,Enzyme usage,0.0
3115,r_4260No1,Glutathione metabolism,0.0
3116,draw_prot_P47016,Enzyme usage,0.0
3117,r_4261No1,Glutathione metabolism,0.0
3118,r_4260_REVNo1,Glutathione metabolism,0.0
3119,r_4261_REVNo1,Glutathione metabolism,0.0
3120,draw_prot_P47026,Enzyme usage,0.0
3121,r_0137_REVNo1,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.0
3122,r_0137No1,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.0
3123,r_2112No1,Tryptophan metabolism,0.0
3124,r_0018No3,Lysine metabolism,0.0
3125,r_2112_REVNo1,Tryptophan metabolism,0.0
3126,r_0018_REVNo3,Lysine metabolism,0.0
3127,draw_prot_P47039,Enzyme usage,0.0
3128,r_4256No1,Lipoic acid metabolism,0.0
3129,r_4258No1,Lipoic acid metabolism,0.0
3130,draw_prot_P47051,Enzyme usage,0.0
3131,r_1021No3,Citrate cycle (TCA cycle),-6.797049364050613e-08
3132,r_1021_REVNo3,Citrate cycle (TCA cycle),-6.797049364050613e-08
3133,draw_prot_P47052,Enzyme usage,-6.797049364050613e-08
3134,r_1021No1,Citrate cycle (TCA cycle),-6.797049364050613e-08
3135,r_1021_REVNo1,Citrate cycle (TCA cycle),-6.797049364050613e-08
3136,r_0438No5,Oxidative phosphorylation,0.0
3137,draw_prot_P47081,Enzyme usage,0.0
3138,r_0519No1,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.0
3139,draw_prot_P47088,Enzyme usage,0.0
3140,r_0519_REVNo1,Glycosylphosphatidylinositol (gpi)-anchor biosynthesis,0.0
3141,draw_prot_P47095,Enzyme usage,0.0
3142,r_0086No1,Cysteine and methionine metabolism,0.0
3143,draw_prot_P47096,Enzyme usage,3.9125743716310794e-07
3144,r_0058No1,Tryptophan metabolism,3.9125743716310794e-07
3145,r_4268No1,Purine metabolism,-1.4139734060293667e-09
3146,r_4269No1,Purine metabolism,-1.4139734060293667e-09
3147,draw_prot_P47119,Enzyme usage,-1.4139734060293667e-09
3148,r_4265No1,Purine metabolism,-1.4139734060293667e-09
3149,r_0364No1,Pyrimidine metabolism,-1.4139734060293667e-09
3150,r_4269_REVNo1,Purine metabolism,-1.4139734060293667e-09
3151,r_4266No1,Purine metabolism,-1.4139734060293667e-09
3152,r_4267No1,Purine metabolism,-1.4139734060293667e-09
3153,draw_prot_P47125,Enzyme usage,8.151225952165982e-07
3154,r_0694No1,Tryptophan metabolism,8.151225952165982e-07
3155,draw_prot_P47143,Enzyme usage,5.269498207314826e-07
3156,r_0142No1,Purine metabolism,5.269498207314826e-07
3157,r_3121No1,Inositol phosphate metabolism,0.0
3158,r_3124No1,Inositol phosphate metabolism,0.0
3159,r_3127No1,Inositol phosphate metabolism,0.0
3160,draw_prot_P47147,Enzyme usage,0.0
3161,r_3126No1,Inositol phosphate metabolism,0.0
3162,r_3125No1,Inositol phosphate metabolism,0.0
3163,r_3120No1,Inositol phosphate metabolism,0.0
3164,r_3123No1,Inositol phosphate metabolism,0.0
3165,r_3122No1,Inositol phosphate metabolism,0.0
3166,r_4484_REVNo1,Cysteine and methionine metabolism,-5.535674168900662e-08
3167,draw_prot_P47164,Enzyme usage,-5.535674168900662e-08
3168,r_0311No1,Cysteine and methionine metabolism,-5.535674168900662e-08
3169,r_4484No1,Cysteine and methionine metabolism,-5.535674168900662e-08
3170,r_1091No1,Purine metabolism,0.0
3171,draw_prot_P47165,Enzyme usage,0.0
3172,draw_prot_P47169,Enzyme usage,-4.85253230069732e-08
3173,r_1027No1,Sulfur metabolism,-4.85253230069732e-08
3174,r_0663No1,"Valine, leucine and isoleucine metabolism",-9.179025835321598e-08
3175,r_0699_REVNo1,"Valine, leucine and isoleucine metabolism",-9.179025835321598e-08
3176,r_0026No2,Cysteine and methionine metabolism,-9.179025835321598e-08
3177,r_0029No1,"Valine, leucine and isoleucine metabolism",-9.179025835321598e-08
3178,r_1087No1,"Valine, leucine and isoleucine metabolism",-9.179025835321598e-08
3179,draw_prot_P47176,Enzyme usage,-9.179025835321598e-08
3180,r_0663_REVNo1,"Valine, leucine and isoleucine metabolism",-9.179025835321598e-08
3181,r_0699No1,"Valine, leucine and isoleucine metabolism",-9.179025835321598e-08
3182,r_1087_REVNo1,"Valine, leucine and isoleucine metabolism",-9.179025835321598e-08
3183,r_4273_REVNo1,Nitrogen metabolism,0.0
3184,r_4273No1,Nitrogen metabolism,0.0
3185,draw_prot_P47177,Enzyme usage,0.0
3186,r_0365No1,Pentose and glucuronate interconversions,0.0
3187,draw_prot_P47180,Enzyme usage,0.0
3188,r_4177No3,Methylglyoxal metabolism,0.0
3189,draw_prot_P47182,Enzyme usage,0.0
3190,r_4175_REVNo3,Methylglyoxal metabolism,0.0
3191,r_4178_REVNo3,Methylglyoxal metabolism,0.0
3192,r_4176No3,Methylglyoxal metabolism,0.0
3193,r_4180No3,Methylglyoxal metabolism,0.0
3194,r_4176_REVNo3,Methylglyoxal metabolism,0.0
3195,r_4175No3,Methylglyoxal metabolism,0.0
3196,r_4177_REVNo3,Methylglyoxal metabolism,0.0
3197,r_4179No3,Methylglyoxal metabolism,0.0
3198,r_4178No3,Methylglyoxal metabolism,0.0
3199,r_4180_REVNo3,Methylglyoxal metabolism,0.0
3200,r_4179_REVNo3,Methylglyoxal metabolism,0.0
3201,draw_prot_P47190,Enzyme usage,0.0
3202,r_0362No4,N-glycan biosynthesis,0.0
3203,r_0172No3,Beta-alanine metabolism,0.0
3204,draw_prot_P47771,Enzyme usage,0.0
3205,r_4678No1,Fatty acid ester pathway,0.0
3206,r_4678_REVNo1,Fatty acid ester pathway,0.0
3207,r_0185No2,Phenylalanine metabolism,0.0
3208,r_2116No2,Glycolysis / gluconeogenesis,0.0
3209,draw_prot_P47912,Enzyme usage,0.0
3210,r_2205No1,Fatty acid biosynthesis,0.0
3211,r_2201_REVNo1,Fatty acid biosynthesis,0.0
3212,r_2195No1,Fatty acid biosynthesis,0.0
3213,r_2205_REVNo1,Fatty acid biosynthesis,0.0
3214,r_2196_REVNo1,Fatty acid biosynthesis,0.0
3215,r_2202No1,Fatty acid biosynthesis,0.0
3216,r_2203No1,Fatty acid biosynthesis,0.0
3217,r_2204_REVNo1,Fatty acid biosynthesis,0.0
3218,r_4679_REVNo4,Fatty acid ester pathway,0.0
3219,r_2199No1,Fatty acid biosynthesis,0.0
3220,r_2203_REVNo1,Fatty acid biosynthesis,0.0
3221,r_2201No1,Fatty acid biosynthesis,0.0
3222,r_2197No1,Fatty acid biosynthesis,0.0
3223,r_2198No1,Fatty acid biosynthesis,0.0
3224,r_2202_REVNo1,Fatty acid biosynthesis,0.0
3225,r_2196No1,Fatty acid biosynthesis,0.0
3226,r_2197_REVNo1,Fatty acid biosynthesis,0.0
3227,r_2199_REVNo1,Fatty acid biosynthesis,0.0
3228,r_4679No4,Fatty acid ester pathway,0.0
3229,r_2204No1,Fatty acid biosynthesis,0.0
3230,r_2195_REVNo1,Fatty acid biosynthesis,0.0
3231,r_2198_REVNo1,Fatty acid biosynthesis,0.0
3232,r_0504No1,"Glycine, serine and threonine metabolism",1.0820793432677702e-08
3233,r_0509No1,"Glycine, serine and threonine metabolism",1.0820793432677702e-08
3234,r_0505No1,"Glycine, serine and threonine metabolism",1.0820793432677702e-08
3235,r_0508No1,"Glycine, serine and threonine metabolism",1.0820793432677702e-08
3236,r_1030No1,One carbon pool by folate,1.0820793432677702e-08
3237,r_0506No1,"Glycine, serine and threonine metabolism",1.0820793432677702e-08
3238,r_0507No1,"Glycine, serine and threonine metabolism",1.0820793432677702e-08
3239,r_0501No1,"Glycine, serine and threonine metabolism",1.0820793432677702e-08
3240,draw_prot_P48015,Enzyme usage,1.0820793432677702e-08
3241,r_0193No1,Starch and sucrose metabolism,0.0
3242,draw_prot_P48016,Enzyme usage,0.0
3243,draw_prot_P48239,Enzyme usage,0.0
3244,r_4207No1,Glutathione metabolism,0.0
3245,r_4207_REVNo1,Glutathione metabolism,0.0
3246,r_4209_REVNo1,Glutathione metabolism,0.0
3247,r_4209No1,Glutathione metabolism,0.0
3248,r_0043No2,Ubiquinone and other terpenoid-quinone biosynthesis,0.0
3249,r_0530No2,Porphyrin and chlorophyll metabolism,0.0
3250,draw_prot_P48360,Enzyme usage,0.0
3251,r_0109No1,Fatty acid biosynthesis,2.4789779521409667e-10
3252,r_0230No1,Biotin metabolism,2.4789779521409667e-10
3253,draw_prot_P48445,Enzyme usage,2.4789779521409667e-10
3254,draw_prot_P48525,Enzyme usage,0.0
3255,r_0480No1,tRNA metabolism,0.0
3256,draw_prot_P48526,Enzyme usage,0.0
3257,r_0666No1,tRNA metabolism,0.0
3258,draw_prot_P48527,Enzyme usage,0.0
3259,r_1067No1,tRNA metabolism,0.0
3260,r_1095No3,Pyrimidine metabolism,0.0
3261,draw_prot_P48567,Enzyme usage,0.0
3262,r_1095_REVNo3,Pyrimidine metabolism,0.0
3263,draw_prot_P48570,Enzyme usage,0.0
3264,r_0543No1,Pyruvate metabolism,0.0
3265,draw_prot_P48836,Enzyme usage,0.0
3266,r_1086No1,Oxidative phosphorylation,0.0
3267,r_1085No1,Oxidative phosphorylation,0.0
3268,draw_prot_P49017,Enzyme usage,0.0
3269,r_0532No1,Ubiquinone and other terpenoid-quinone biosynthesis,0.0
3270,r_0963No1,Ubiquinone and other terpenoid-quinone biosynthesis,0.0
3271,r_0022No1,Ubiquinone and other terpenoid-quinone biosynthesis,0.0
3272,r_0985No1,Ubiquinone and other terpenoid-quinone biosynthesis,0.0
3273,r_0021No1,Ubiquinone and other terpenoid-quinone biosynthesis,0.0
3274,r_0211No2,"Alanine, aspartate and glutamate metabolism",-7.903544601475977e-06
3275,draw_prot_P49089,Enzyme usage,-7.903544601475977e-06
3276,draw_prot_P49090,Enzyme usage,0.0
3277,r_0211No1,"Alanine, aspartate and glutamate metabolism",0.0
3278,r_0504No1,"Glycine, serine and threonine metabolism",1.0820793432677709e-08
3279,draw_prot_P49095,Enzyme usage,1.0820793432677709e-08
3280,r_0509No1,"Glycine, serine and threonine metabolism",1.0820793432677709e-08
3281,r_0505No1,"Glycine, serine and threonine metabolism",1.0820793432677709e-08
3282,r_0508No1,"Glycine, serine and threonine metabolism",1.0820793432677709e-08
3283,r_1030No1,One carbon pool by folate,1.0820793432677709e-08
3284,r_0506No1,"Glycine, serine and threonine metabolism",1.0820793432677709e-08
3285,r_0507No1,"Glycine, serine and threonine metabolism",1.0820793432677709e-08
3286,r_0501No1,"Glycine, serine and threonine metabolism",1.0820793432677709e-08
3287,r_0027No1,Lysine metabolism,-3.0248253171994927e-05
3288,r_0542No2,Lysine metabolism,-3.0248253171994927e-05
3289,r_0542_REVNo2,Lysine metabolism,-3.0248253171994927e-05
3290,draw_prot_P49367,Enzyme usage,-3.0248253171994927e-05
3291,r_0027_REVNo1,Lysine metabolism,-3.0248253171994927e-05
3292,draw_prot_P49435,Enzyme usage,0.0
3293,r_0139No2,Purine metabolism,0.0
3294,r_0977No2,Pyrimidine metabolism,0.0
3295,r_0974No2,Purine metabolism,0.0
3296,r_0979No2,Purine metabolism,0.0
3297,draw_prot_P49723,Enzyme usage,0.0
3298,r_0978No2,Purine metabolism,0.0
3299,r_0976No2,Pyrimidine metabolism,0.0
3300,r_0975No2,Purine metabolism,0.0
3301,draw_prot_P49775,Enzyme usage,0.0
3302,r_0204No1,Purine metabolism,0.0
3303,r_0204_REVNo1,Purine metabolism,0.0
3304,r_4336_REVNo1,"Alanine, aspartate and glutamate metabolism",0.0
3305,r_4336No1,"Alanine, aspartate and glutamate metabolism",0.0
3306,draw_prot_P49954,Enzyme usage,0.0
3307,r_4253_REVNo1,N-glycan biosynthesis,0.0
3308,draw_prot_P50076,Enzyme usage,0.0
3309,r_4253No1,N-glycan biosynthesis,0.0
3310,draw_prot_P50094,Enzyme usage,-2.064159645867808e-06
3311,r_0565No3,Purine metabolism,-2.064159645867808e-06
3312,r_0565No2,Purine metabolism,0.0
3313,draw_prot_P50095,Enzyme usage,0.0
3314,draw_prot_P50107,Enzyme usage,0.0
3315,r_0697No1,Pyruvate metabolism,0.0
3316,r_0678No1,Lysine metabolism,-9.067261671074151e-07
3317,draw_prot_P50113,Enzyme usage,-9.067261671074151e-07
3318,r_0937No1,Arginine and proline metabolism,0.0
3319,draw_prot_P50264,Enzyme usage,0.0
3320,r_0929No1,Arginine and proline metabolism,0.0
3321,r_0936No1,Arginine and proline metabolism,0.0
3322,draw_prot_P50277,Enzyme usage,0.0
3323,r_0146No1,Biotin metabolism,0.0
3324,r_0146_REVNo1,Biotin metabolism,0.0
3325,r_0967No1,Riboflavin metabolism,-9.069601992170228e-09
3326,draw_prot_P50861,Enzyme usage,-9.069601992170228e-09
3327,r_3177No1,Inositol phosphate metabolism,0.0
3328,r_3199No2,Inositol phosphate metabolism,0.0
3329,r_3144No1,Inositol phosphate metabolism,0.0
3330,r_3182No1,Inositol phosphate metabolism,0.0
3331,r_3149No1,Inositol phosphate metabolism,0.0
3332,r_3187No1,Inositol phosphate metabolism,0.0
3333,draw_prot_P50942,Enzyme usage,0.0
3334,r_3154No1,Inositol phosphate metabolism,0.0
3335,r_3159No1,Inositol phosphate metabolism,0.0
3336,r_3201No2,Inositol phosphate metabolism,0.0
3337,r_3150No1,Inositol phosphate metabolism,0.0
3338,r_3181No1,Inositol phosphate metabolism,0.0
3339,r_3188No1,Inositol phosphate metabolism,0.0
3340,r_3114No1,Inositol phosphate metabolism,0.0
3341,r_3119No1,Inositol phosphate metabolism,0.0
3342,r_3122No2,Inositol phosphate metabolism,0.0
3343,r_3183No1,Inositol phosphate metabolism,0.0
3344,r_3204No2,Inositol phosphate metabolism,0.0
3345,r_3192No2,Inositol phosphate metabolism,0.0
3346,r_3127No2,Inositol phosphate metabolism,0.0
3347,r_3121No2,Inositol phosphate metabolism,0.0
3348,r_3120No2,Inositol phosphate metabolism,0.0
3349,r_3203No2,Inositol phosphate metabolism,0.0
3350,r_3180No1,Inositol phosphate metabolism,0.0
3351,r_3200No2,Inositol phosphate metabolism,0.0
3352,r_3147No1,Inositol phosphate metabolism,0.0
3353,r_3176No1,Inositol phosphate metabolism,0.0
3354,r_3185No1,Inositol phosphate metabolism,0.0
3355,r_3193No2,Inositol phosphate metabolism,0.0
3356,r_3152No1,Inositol phosphate metabolism,0.0
3357,r_3190No1,Inositol phosphate metabolism,0.0
3358,r_3179No1,Inositol phosphate metabolism,0.0
3359,r_3194No2,Inositol phosphate metabolism,0.0
3360,r_3116No1,Inositol phosphate metabolism,0.0
3361,r_3202No2,Inositol phosphate metabolism,0.0
3362,r_3123No2,Inositol phosphate metabolism,0.0
3363,r_3157No1,Inositol phosphate metabolism,0.0
3364,r_3205No2,Inositol phosphate metabolism,0.0
3365,r_3112No1,Inositol phosphate metabolism,0.0
3366,r_3195No2,Inositol phosphate metabolism,0.0
3367,r_3117No1,Inositol phosphate metabolism,0.0
3368,r_3124No2,Inositol phosphate metabolism,0.0
3369,r_3113No1,Inositol phosphate metabolism,0.0
3370,r_3146No1,Inositol phosphate metabolism,0.0
3371,r_3155No1,Inositol phosphate metabolism,0.0
3372,r_3184No1,Inositol phosphate metabolism,0.0
3373,r_3196No2,Inositol phosphate metabolism,0.0
3374,r_3151No1,Inositol phosphate metabolism,0.0
3375,r_3118No1,Inositol phosphate metabolism,0.0
3376,r_3189No1,Inositol phosphate metabolism,0.0
3377,r_3206No2,Inositol phosphate metabolism,0.0
3378,r_3125No2,Inositol phosphate metabolism,0.0
3379,r_3148No1,Inositol phosphate metabolism,0.0
3380,r_3156No1,Inositol phosphate metabolism,0.0
3381,r_3153No1,Inositol phosphate metabolism,0.0
3382,r_3186No1,Inositol phosphate metabolism,0.0
3383,r_3191No1,Inositol phosphate metabolism,0.0
3384,r_3178No1,Inositol phosphate metabolism,0.0
3385,r_3207No2,Inositol phosphate metabolism,0.0
3386,r_3197No2,Inositol phosphate metabolism,0.0
3387,r_3158No1,Inositol phosphate metabolism,0.0
3388,r_3145No1,Inositol phosphate metabolism,0.0
3389,r_3126No2,Inositol phosphate metabolism,0.0
3390,r_3198No2,Inositol phosphate metabolism,0.0
3391,r_3115No1,Inositol phosphate metabolism,0.0
3392,r_0524No1,Folate biosynthesis,-1.7201236598867318e-07
3393,draw_prot_P51601,Enzyme usage,-1.7201236598867318e-07
3394,r_4216_REVNo1,Riboflavin metabolism,0.0
3395,draw_prot_P52290,Enzyme usage,0.0
3396,r_2064No1,Thiamine metabolism,0.0
3397,r_4216No1,Riboflavin metabolism,0.0
3398,draw_prot_P52489,Enzyme usage,0.0
3399,r_0962No2,Glycolysis / gluconeogenesis,0.0
3400,r_0362No2,N-glycan biosynthesis,-9.70323787236179e-07
3401,draw_prot_P52867,Enzyme usage,-9.70323787236179e-07
3402,draw_prot_P52892,Enzyme usage,0.0
3403,r_4226_REVNo1,"Alanine, aspartate and glutamate metabolism",0.0
3404,r_4226No1,"Alanine, aspartate and glutamate metabolism",0.0
3405,draw_prot_P52893,Enzyme usage,0.0
3406,r_0674No1,"Alanine, aspartate and glutamate metabolism",0.0
3407,r_0674_REVNo1,"Alanine, aspartate and glutamate metabolism",0.0
3408,r_0112No2,Pyruvate metabolism,1.9274189553071666e-06
3409,draw_prot_P52910,Enzyme usage,1.9274189553071666e-06
3410,r_0114No1,Pyruvate metabolism,1.9274189553071666e-06
3411,r_0370No1,Starch and sucrose metabolism,0.0
3412,draw_prot_P52911,Enzyme usage,0.0
3413,r_4241_REVNo1,N-glycan biosynthesis,0.0
3414,r_4241No1,N-glycan biosynthesis,0.0
3415,draw_prot_P53008,Enzyme usage,0.0
3416,r_2480No1,Glycerophospholipid metabolism,0.0
3417,r_2481No1,Glycerophospholipid metabolism,0.0
3418,draw_prot_P53037,Enzyme usage,0.0
3419,r_2474No1,Glycerophospholipid metabolism,0.0
3420,r_2487No1,Glycerophospholipid metabolism,0.0
3421,r_2473No1,Glycerophospholipid metabolism,0.0
3422,r_2472No1,Glycerophospholipid metabolism,0.0
3423,r_2479No1,Glycerophospholipid metabolism,0.0
3424,r_2486No1,Glycerophospholipid metabolism,0.0
3425,r_2478No1,Glycerophospholipid metabolism,0.0
3426,r_2485No1,Glycerophospholipid metabolism,0.0
3427,r_2482No1,Glycerophospholipid metabolism,0.0
3428,r_2477No1,Glycerophospholipid metabolism,0.0
3429,r_2484No1,Glycerophospholipid metabolism,0.0
3430,r_2476No1,Glycerophospholipid metabolism,0.0
3431,r_2483No1,Glycerophospholipid metabolism,0.0
3432,r_2475No1,Glycerophospholipid metabolism,0.0
3433,r_0241No1,Steroid biosynthesis,8.514450116995629e-06
3434,r_0238No1,Steroid biosynthesis,8.514450116995629e-06
3435,r_0239No1,Steroid biosynthesis,8.514450116995629e-06
3436,draw_prot_P53045,Enzyme usage,8.514450116995629e-06
3437,r_0240No1,Steroid biosynthesis,8.514450116995629e-06
3438,draw_prot_P53051,Enzyme usage,0.0
3439,r_0198No2,Starch and sucrose metabolism,0.0
3440,r_0076No2,Nicotinate and nicotinamide metabolism,0.0
3441,r_0078No2,Nicotinate and nicotinamide metabolism,0.0
3442,draw_prot_P53078,Enzyme usage,0.0
3443,r_0026No3,Cysteine and methionine metabolism,-4.941753801918809e-08
3444,r_0018No2,Lysine metabolism,-4.941753801918809e-08
3445,r_1056No1,"Phenylalanine, tyrosine and tryptophan biosynthesis",-4.941753801918809e-08
3446,r_1063_REVNo1,Tyrosine metabolism,-4.941753801918809e-08
3447,r_1063No1,Tyrosine metabolism,-4.941753801918809e-08
3448,draw_prot_P53090,Enzyme usage,-4.941753801918809e-08
3449,r_0018_REVNo2,Lysine metabolism,-4.941753801918809e-08
3450,r_0851_REVNo1,"Phenylalanine, tyrosine and tryptophan biosynthesis",-4.941753801918809e-08
3451,r_0851No1,"Phenylalanine, tyrosine and tryptophan biosynthesis",-4.941753801918809e-08
3452,r_4248No1,"Glycine, serine and threonine metabolism",0.0
3453,draw_prot_P53095,Enzyme usage,0.0
3454,draw_prot_P53101,Enzyme usage,0.0
3455,r_0308No2,Cysteine and methionine metabolism,0.0
3456,draw_prot_P53128,Enzyme usage,4.212100994452516e-08
